wagnum,month
16976,2023-02-28
16979,2023-02-28
16982,2023-02-28
16988,2023-02-28
17001,2023-02-28
17006,2023-02-28
17009,2023-02-28
17012,2023-02-28
17016,2023-02-28
17020,2023-02-28
17023,2023-02-28
17026,2023-02-28
17027,2023-02-28
17035,2023-02-28
17036,2023-02-28
17044,2023-02-28
17046,2023-02-28
17048,2023-02-28
17051,2023-02-28
15387,2023-02-28
15388,2023-02-28
15389,2023-02-28
15394,2023-02-28
15399,2023-02-28
15402,2023-02-28
17987,2023-02-28
17989,2023-02-28
17994,2023-02-28
17998,2023-02-28
24014,2023-02-28
24016,2023-02-28
22777,2023-02-28
22778,2023-02-28
22787,2023-02-28
22790,2023-02-28
22796,2023-02-28
22800,2023-02-28
22803,2023-02-28
22804,2023-02-28
22807,2023-02-28
22808,2023-02-28
22814,2023-02-28
22817,2023-02-28
22826,2023-02-28
22827,2023-02-28
22829,2023-02-28
22830,2023-02-28
22832,2023-02-28
22836,2023-02-28
22840,2023-02-28
22844,2023-02-28
22247,2023-02-28
22249,2023-02-28
22251,2023-02-28
22255,2023-02-28
22256,2023-02-28
22257,2023-02-28
22260,2023-02-28
22263,2023-02-28
22264,2023-02-28
22266,2023-02-28
22272,2023-02-28
22279,2023-02-28
22282,2023-02-28
22285,2023-02-28
22288,2023-02-28
22293,2023-02-28
22297,2023-02-28
22310,2023-02-28
22313,2023-02-28
22323,2023-02-28
22326,2023-02-28
22338,2023-02-28
21721,2023-02-28
21726,2023-02-28
19928,2023-02-28
19930,2023-02-28
17055,2023-02-28
17063,2023-02-28
17069,2023-02-28
17076,2023-02-28
17077,2023-02-28
17080,2023-02-28
17083,2023-02-28
15403,2023-02-28
15405,2023-02-28
15410,2023-02-28
15422,2023-02-28
15432,2023-02-28
15435,2023-02-28
15438,2023-02-28
15441,2023-02-28
15448,2023-02-28
15452,2023-02-28
15453,2023-02-28
15455,2023-02-28
15458,2023-02-28
15461,2023-02-28
15463,2023-02-28
15467,2023-02-28
15472,2023-02-28
15474,2023-02-28
15480,2023-02-28
15482,2023-02-28
19192,2023-02-28
19193,2023-02-28
19201,2023-02-28
19207,2023-02-28
19211,2023-02-28
19215,2023-02-28
19218,2023-02-28
19225,2023-02-28
19227,2023-02-28
19231,2023-02-28
19235,2023-02-28
19237,2023-02-28
19242,2023-02-28
19245,2023-02-28
19248,2023-02-28
19249,2023-02-28
19251,2023-02-28
23051,2023-02-28
23053,2023-02-28
23055,2023-02-28
23060,2023-02-28
22341,2023-02-28
22343,2023-02-28
22355,2023-02-28
22358,2023-02-28
22368,2023-02-28
22371,2023-02-28
22378,2023-02-28
22381,2023-02-28
21851,2023-02-28
21854,2023-02-28
21860,2023-02-28
21866,2023-02-28
16315,2023-02-28
16318,2023-02-28
16321,2023-02-28
16337,2023-02-28
16339,2023-02-28
16349,2023-02-28
16352,2023-02-28
16354,2023-02-28
17932,2023-02-28
17936,2023-02-28
17947,2023-02-28
17950,2023-02-28
17958,2023-02-28
17964,2023-02-28
15490,2023-02-28
15496,2023-02-28
15500,2023-02-28
15506,2023-02-28
15507,2023-02-28
16466,2023-02-28
16467,2023-02-28
16468,2023-02-28
19252,2023-02-28
19255,2023-02-28
19258,2023-02-28
19260,2023-02-28
19264,2023-02-28
19265,2023-02-28
19268,2023-02-28
19272,2023-02-28
19274,2023-02-28
19280,2023-02-28
19282,2023-02-28
19294,2023-02-28
19298,2023-02-28
19302,2023-02-28
19306,2023-02-28
19309,2023-02-28
19315,2023-02-28
24021,2023-02-28
24024,2023-02-28
24031,2023-02-28
24033,2023-02-28
24036,2023-02-28
22846,2023-02-28
22853,2023-02-28
22854,2023-02-28
22861,2023-02-28
22865,2023-02-28
22870,2023-02-28
22874,2023-02-28
22878,2023-02-28
22888,2023-02-28
22889,2023-02-28
22893,2023-02-28
22899,2023-02-28
22907,2023-02-28
22911,2023-02-28
22913,2023-02-28
22915,2023-02-28
22918,2023-02-28
22919,2023-02-28
23065,2023-02-28
23072,2023-02-28
23083,2023-02-28
23086,2023-02-28
23090,2023-02-28
23094,2023-02-28
23098,2023-02-28
23102,2023-02-28
23104,2023-02-28
23105,2023-02-28
23112,2023-02-28
23113,2023-02-28
23116,2023-02-28
23123,2023-02-28
23126,2023-02-28
23129,2023-02-28
23133,2023-02-28
23137,2023-02-28
23141,2023-02-28
23144,2023-02-28
23150,2023-02-28
23155,2023-02-28
22536,2023-02-28
22539,2023-02-28
16360,2023-02-28
16364,2023-02-28
16370,2023-02-28
16372,2023-02-28
16373,2023-02-28
16374,2023-02-28
16375,2023-02-28
16383,2023-02-28
16385,2023-02-28
16386,2023-02-28
16738,2023-02-28
16744,2023-02-28
16747,2023-02-28
16767,2023-02-28
16770,2023-02-28
16473,2023-02-28
24505,2023-02-28
24506,2023-02-28
24507,2023-02-28
24040,2023-02-28
24051,2023-02-28
24052,2023-02-28
24054,2023-02-28
24056,2023-02-28
22925,2023-02-28
22929,2023-02-28
22934,2023-02-28
22937,2023-02-28
22939,2023-02-28
22941,2023-02-28
22945,2023-02-28
22955,2023-02-28
22957,2023-02-28
22959,2023-02-28
22965,2023-02-28
22973,2023-02-28
22977,2023-02-28
22981,2023-02-28
22986,2023-02-28
22990,2023-02-28
22991,2023-02-28
21792,2023-02-28
21794,2023-02-28
23166,2023-02-28
23167,2023-02-28
23171,2023-02-28
23172,2023-02-28
23176,2023-02-28
23181,2023-02-28
22460,2023-02-28
22464,2023-02-28
22468,2023-02-28
22473,2023-02-28
22476,2023-02-28
22483,2023-02-28
22484,2023-02-28
23320,2023-02-28
23323,2023-02-28
23326,2023-02-28
17862,2023-02-28
17876,2023-02-28
17878,2023-02-28
17107,2023-02-28
17110,2023-02-28
17117,2023-02-28
17120,2023-02-28
17122,2023-02-28
17133,2023-02-28
17137,2023-02-28
17143,2023-02-28
17144,2023-02-28
24512,2023-02-28
24515,2023-02-28
24518,2023-02-28
24520,2023-02-28
24521,2023-02-28
24523,2023-02-28
24524,2023-02-28
24526,2023-02-28
24528,2023-02-28
24533,2023-02-28
24536,2023-02-28
24539,2023-02-28
24211,2023-02-28
23848,2023-02-28
23850,2023-02-28
23853,2023-02-28
23854,2023-02-28
23857,2023-02-28
23859,2023-02-28
24274,2023-02-28
24276,2023-02-28
24290,2023-02-28
24291,2023-02-28
24293,2023-02-28
24297,2023-02-28
24299,2023-02-28
22491,2023-02-28
22492,2023-02-28
22496,2023-02-28
22506,2023-02-28
22512,2023-02-28
22516,2023-02-28
22517,2023-02-28
22522,2023-02-28
23330,2023-02-28
23339,2023-02-28
23340,2023-02-28
23351,2023-02-28
23353,2023-02-28
23356,2023-02-28
23357,2023-02-28
23366,2023-02-28
23370,2023-02-28
23375,2023-02-28
23376,2023-02-28
23379,2023-02-28
23380,2023-02-28
23381,2023-02-28
23384,2023-02-28
23387,2023-02-28
23396,2023-02-28
23404,2023-02-28
23411,2023-02-28
23420,2023-02-28
23423,2023-02-28
23426,2023-02-28
17883,2023-02-28
17884,2023-02-28
17886,2023-02-28
16416,2023-02-28
16419,2023-02-28
17147,2023-02-28
17150,2023-02-28
17156,2023-02-28
17161,2023-02-28
17164,2023-02-28
17165,2023-02-28
17173,2023-02-28
17972,2023-02-28
17975,2023-02-28
17981,2023-02-28
17982,2023-02-28
24215,2023-02-28
24542,2023-02-28
24543,2023-02-28
24545,2023-02-28
24058,2023-02-28
24061,2023-02-28
24065,2023-02-28
24066,2023-02-28
24067,2023-02-28
24306,2023-02-28
24307,2023-02-28
24313,2023-02-28
24316,2023-02-28
24317,2023-02-28
23189,2023-02-28
23192,2023-02-28
23197,2023-02-28
23198,2023-02-28
23204,2023-02-28
23206,2023-02-28
23209,2023-02-28
23214,2023-02-28
23219,2023-02-28
23228,2023-02-28
23235,2023-02-28
23239,2023-02-28
23242,2023-02-28
23246,2023-02-28
23250,2023-02-28
23257,2023-02-28
16880,2023-02-28
16884,2023-02-28
16890,2023-02-28
16893,2023-02-28
16896,2023-02-28
16900,2023-02-28
16904,2023-02-28
17985,2023-02-28
19122,2023-02-28
19132,2023-02-28
19136,2023-02-28
19142,2023-02-28
19147,2023-02-28
19150,2023-02-28
19154,2023-02-28
19158,2023-02-28
19160,2023-02-28
19166,2023-02-28
19167,2023-02-28
19170,2023-02-28
24547,2023-02-28
24549,2023-02-28
24552,2023-02-28
24556,2023-02-28
24558,2023-02-28
24562,2023-02-28
24074,2023-02-28
24078,2023-02-28
24080,2023-02-28
24220,2023-02-28
24221,2023-02-28
22994,2023-02-28
22998,2023-02-28
23006,2023-02-28
23008,2023-02-28
23010,2023-02-28
23014,2023-02-28
23015,2023-02-28
23258,2023-02-28
23261,2023-02-28
23266,2023-02-28
23267,2023-02-28
23271,2023-02-28
23274,2023-02-28
23278,2023-02-28
23279,2023-02-28
23280,2023-02-28
23284,2023-02-28
23287,2023-02-28
23291,2023-02-28
23295,2023-02-28
23298,2023-02-28
23301,2023-02-28
23302,2023-02-28
23305,2023-02-28
23308,2023-02-28
23313,2023-02-28
23314,2023-02-28
22527,2023-02-28
22528,2023-02-28
22529,2023-02-28
22530,2023-02-28
16911,2023-02-28
16913,2023-02-28
16914,2023-02-28
19173,2023-02-28
19175,2023-02-28
19181,2023-02-28
19186,2023-02-28
19189,2023-02-28
19191,2023-02-28
24568,2023-02-28
24222,2023-02-28
24224,2023-02-28
24226,2023-02-28
23017,2023-02-28
23019,2023-02-28
23021,2023-02-28
23027,2023-02-28
23035,2023-02-28
23038,2023-02-28
23044,2023-02-28
23045,2023-02-28
23049,2023-02-28
21869,2023-02-28
21874,2023-02-28
21878,2023-02-28
22385,2023-02-28
22389,2023-02-28
22395,2023-02-28
22398,2023-02-28
22401,2023-02-28
22407,2023-02-28
22412,2023-02-28
22416,2023-02-28
22417,2023-02-28
22421,2023-02-28
16921,2023-02-28
16937,2023-02-28
16940,2023-02-28
17928,2023-02-28
12955,2023-02-28
17930,2023-02-28
17571,2023-02-28
16450,2023-02-28
16452,2023-02-28
15121,2023-02-28
15126,2023-02-28
15127,2023-02-28
15131,2023-02-28
24235,2023-02-28
24238,2023-02-28
23864,2023-02-28
23869,2023-02-28
23870,2023-02-28
22424,2023-02-28
22429,2023-02-28
22430,2023-02-28
22437,2023-02-28
22440,2023-02-28
22446,2023-02-28
22449,2023-02-28
22450,2023-02-28
22455,2023-02-28
22456,2023-02-28
22457,2023-02-28
12323,2023-02-28
16458,2023-02-28
16459,2023-02-28
17086,2023-02-28
15142,2023-02-28
15146,2023-02-28
15151,2023-02-28
15153,2023-02-28
15156,2023-02-28
15157,2023-02-28
15165,2023-02-28
15171,2023-02-28
15174,2023-02-28
15177,2023-02-28
15182,2023-02-28
15190,2023-02-28
15192,2023-02-28
15200,2023-02-28
15203,2023-02-28
15206,2023-02-28
15213,2023-02-28
15216,2023-02-28
15217,2023-02-28
15220,2023-02-28
24085,2023-02-28
24086,2023-02-28
21987,2023-02-28
21992,2023-02-28
21998,2023-02-28
22009,2023-02-28
22011,2023-02-28
22016,2023-02-28
22017,2023-02-28
22021,2023-02-28
22025,2023-02-28
22026,2023-02-28
22031,2023-02-28
6874,2023-02-28
6877,2023-02-28
6881,2023-02-28
6884,2023-02-28
6889,2023-02-28
6890,2023-02-28
6894,2023-02-28
6908,2023-02-28
6911,2023-02-28
17094,2023-02-28
17100,2023-02-28
17103,2023-02-28
15223,2023-02-28
15229,2023-02-28
15233,2023-02-28
15236,2023-02-28
15245,2023-02-28
24093,2023-02-28
24098,2023-02-28
24099,2023-02-28
24100,2023-02-28
24102,2023-02-28
24104,2023-02-28
22001,2023-02-28
22035,2023-02-28
22049,2023-02-28
22051,2023-02-28
22052,2023-02-28
22053,2023-02-28
22056,2023-02-28
22061,2023-02-28
22064,2023-02-28
22065,2023-02-28
22072,2023-02-28
22075,2023-02-28
22076,2023-02-28
22084,2023-02-28
22089,2023-02-28
22092,2023-02-28
22098,2023-02-28
22100,2023-02-28
16732,2023-02-28
16736,2023-02-28
17837,2023-02-28
17839,2023-02-28
17845,2023-02-28
17848,2023-02-28
17851,2023-02-28
16393,2023-02-28
16399,2023-02-28
17971,2023-02-28
15512,2023-02-28
15516,2023-02-28
15520,2023-02-28
15524,2023-02-28
15527,2023-02-28
15534,2023-02-28
15539,2023-02-28
15542,2023-02-28
15545,2023-02-28
15550,2023-02-28
15552,2023-02-28
15555,2023-02-28
22666,2023-02-28
22670,2023-02-28
22679,2023-02-28
24246,2023-02-28
24247,2023-02-28
24251,2023-02-28
23878,2023-02-28
21796,2023-02-28
21807,2023-02-28
17852,2023-02-28
17853,2023-02-28
17857,2023-02-28
19002,2023-02-28
19012,2023-02-28
19019,2023-02-28
19022,2023-02-28
19029,2023-02-28
19036,2023-02-28
19047,2023-02-28
19049,2023-02-28
19054,2023-02-28
19056,2023-02-28
19071,2023-02-28
19080,2023-02-28
19084,2023-02-28
16402,2023-02-28
16408,2023-02-28
19097,2023-02-28
19100,2023-02-28
19103,2023-02-28
19106,2023-02-28
19107,2023-02-28
19109,2023-02-28
19112,2023-02-28
19117,2023-02-28
15563,2023-02-28
15566,2023-02-28
15570,2023-02-28
15572,2023-02-28
15577,2023-02-28
15581,2023-02-28
15584,2023-02-28
15588,2023-02-28
15592,2023-02-28
15600,2023-02-28
15603,2023-02-28
15610,2023-02-28
15613,2023-02-28
15614,2023-02-28
15617,2023-02-28
15621,2023-02-28
15624,2023-02-28
15635,2023-02-28
15638,2023-02-28
22686,2023-02-28
22688,2023-02-28
22689,2023-02-28
22690,2023-02-28
22697,2023-02-28
22698,2023-02-28
24575,2023-02-28
24578,2023-02-28
24588,2023-02-28
24590,2023-02-28
24592,2023-02-28
24595,2023-02-28
23879,2023-02-28
23883,2023-02-28
23884,2023-02-28
23887,2023-02-28
23889,2023-02-28
23892,2023-02-28
21813,2023-02-28
21817,2023-02-28
21818,2023-02-28
22101,2023-02-28
22108,2023-02-28
22112,2023-02-28
16779,2023-02-28
16781,2023-02-28
16794,2023-02-28
16796,2023-02-28
16799,2023-02-28
16801,2023-02-28
16804,2023-02-28
16810,2023-02-28
16811,2023-02-28
16814,2023-02-28
16817,2023-02-28
16819,2023-02-28
16821,2023-02-28
16825,2023-02-28
16827,2023-02-28
14983,2023-02-28
14986,2023-02-28
14992,2023-02-28
14996,2023-02-28
15001,2023-02-28
15003,2023-02-28
15006,2023-02-28
15008,2023-02-28
15011,2023-02-28
22704,2023-02-28
22709,2023-02-28
22713,2023-02-28
22718,2023-02-28
22721,2023-02-28
23842,2023-02-28
24597,2023-02-28
24601,2023-02-28
24603,2023-02-28
24107,2023-02-28
24109,2023-02-28
24110,2023-02-28
24120,2023-02-28
22115,2023-02-28
22118,2023-02-28
22125,2023-02-28
22131,2023-02-28
22133,2023-02-28
22135,2023-02-28
22138,2023-02-28
22140,2023-02-28
22143,2023-02-28
22147,2023-02-28
22151,2023-02-28
22154,2023-02-28
22161,2023-02-28
22165,2023-02-28
22169,2023-02-28
22171,2023-02-28
22174,2023-02-28
22177,2023-02-28
22180,2023-02-28
22190,2023-02-28
22193,2023-02-28
22199,2023-02-28
16834,2023-02-28
16836,2023-02-28
16844,2023-02-28
16850,2023-02-28
16854,2023-02-28
16858,2023-02-28
16865,2023-02-28
16869,2023-02-28
16876,2023-02-28
16878,2023-02-28
17887,2023-02-28
17889,2023-02-28
17890,2023-02-28
17894,2023-02-28
16429,2023-02-28
16432,2023-02-28
16433,2023-02-28
15017,2023-02-28
15020,2023-02-28
15027,2023-02-28
15031,2023-02-28
15037,2023-02-28
15038,2023-02-28
15041,2023-02-28
15045,2023-02-28
15051,2023-02-28
15056,2023-02-28
15060,2023-02-28
15063,2023-02-28
15064,2023-02-28
15069,2023-02-28
15073,2023-02-28
15081,2023-02-28
15086,2023-02-28
15089,2023-02-28
15094,2023-02-28
15099,2023-02-28
17177,2023-02-28
17178,2023-02-28
24000,2023-02-28
24002,2023-02-28
24607,2023-02-28
24122,2023-02-28
24125,2023-02-28
24128,2023-02-28
24130,2023-02-28
24131,2023-02-28
24135,2023-02-28
24265,2023-02-28
23904,2023-02-28
22207,2023-02-28
22211,2023-02-28
22215,2023-02-28
22221,2023-02-28
22222,2023-02-28
22225,2023-02-28
22231,2023-02-28
22233,2023-02-28
22236,2023-02-28
21826,2023-02-28
21827,2023-02-28
21832,2023-02-28
17895,2023-02-28
17898,2023-02-28
17902,2023-02-28
17906,2023-02-28
17909,2023-02-28
17910,2023-02-28
17914,2023-02-28
17915,2023-02-28
17917,2023-02-28
17918,2023-02-28
17921,2023-02-28
17924,2023-02-28
16436,2023-02-28
16941,2023-02-28
16944,2023-02-28
16948,2023-02-28
16951,2023-02-28
16961,2023-02-28
15117,2023-02-28
15118,2023-02-28
17181,2023-02-28
17183,2023-02-28
17188,2023-02-28
17189,2023-02-28
17192,2023-02-28
24007,2023-02-28
24011,2023-02-28
22728,2023-02-28
22730,2023-02-28
22735,2023-02-28
22739,2023-02-28
22744,2023-02-28
22748,2023-02-28
22752,2023-02-28
22758,2023-02-28
22763,2023-02-28
22764,2023-02-28
22767,2023-02-28
22770,2023-02-28
22775,2023-02-28
21790,2023-02-28
23910,2023-02-28
23917,2023-02-28
26700,2023-02-28
26701,2023-02-28
26703,2023-02-28
26708,2023-02-28
26710,2023-02-28
26715,2023-02-28
26724,2023-02-28
26395,2023-02-28
23032,2023-02-28
25243,2023-02-28
25248,2023-02-28
25250,2023-02-28
25617,2023-02-28
25620,2023-02-28
25622,2023-02-28
25626,2023-02-28
25630,2023-02-28
25633,2023-02-28
25636,2023-02-28
25753,2023-02-28
25754,2023-02-28
25763,2023-02-28
25764,2023-02-28
25765,2023-02-28
26173,2023-02-28
26174,2023-02-28
26177,2023-02-28
26672,2023-02-28
26676,2023-02-28
26680,2023-02-28
26682,2023-02-28
26683,2023-02-28
26688,2023-02-28
22979,2023-02-28
22980,2023-02-28
23007,2023-02-28
23026,2023-02-28
26514,2023-02-28
26515,2023-02-28
25393,2023-02-28
25396,2023-02-28
25397,2023-02-28
25399,2023-02-28
25400,2023-02-28
25402,2023-02-28
25404,2023-02-28
25411,2023-02-28
26727,2023-02-28
26731,2023-02-28
26023,2023-02-28
26029,2023-02-28
26030,2023-02-28
26033,2023-02-28
30260,2023-02-28
30269,2023-02-28
30274,2023-02-28
30279,2023-02-28
30280,2023-02-28
30281,2023-02-28
30285,2023-02-28
25640,2023-02-28
25641,2023-02-28
25642,2023-02-28
25644,2023-02-28
25646,2023-02-28
26155,2023-02-28
26185,2023-02-28
26193,2023-02-28
26194,2023-02-28
26195,2023-02-28
26198,2023-02-28
26199,2023-02-28
26200,2023-02-28
26202,2023-02-28
26205,2023-02-28
26690,2023-02-28
26695,2023-02-28
26696,2023-02-28
25809,2023-02-28
25816,2023-02-28
25818,2023-02-28
25820,2023-02-28
26818,2023-02-28
26821,2023-02-28
26822,2023-02-28
26825,2023-02-28
26827,2023-02-28
26831,2023-02-28
25415,2023-02-28
26039,2023-02-28
26041,2023-02-28
26044,2023-02-28
26053,2023-02-28
26060,2023-02-28
26216,2023-02-28
25455,2023-02-28
25458,2023-02-28
30287,2023-02-28
30290,2023-02-28
30292,2023-02-28
30295,2023-02-28
30303,2023-02-28
30311,2023-02-28
30314,2023-02-28
30317,2023-02-28
30321,2023-02-28
30332,2023-02-28
30334,2023-02-28
30345,2023-02-28
30348,2023-02-28
30349,2023-02-28
30353,2023-02-28
30356,2023-02-28
30361,2023-02-28
30366,2023-02-28
30368,2023-02-28
30372,2023-02-28
30374,2023-02-28
30377,2023-02-28
25490,2023-02-28
25492,2023-02-28
26160,2023-02-28
26162,2023-02-28
25827,2023-02-28
25830,2023-02-28
25831,2023-02-28
26834,2023-02-28
26835,2023-02-28
26840,2023-02-28
26300,2023-02-28
26527,2023-02-28
26528,2023-02-28
26217,2023-02-28
26220,2023-02-28
25467,2023-02-28
25471,2023-02-28
30130,2023-02-28
30144,2023-02-28
30146,2023-02-28
30148,2023-02-28
30151,2023-02-28
30154,2023-02-28
30160,2023-02-28
30162,2023-02-28
30163,2023-02-28
30166,2023-02-28
30171,2023-02-28
30178,2023-02-28
30182,2023-02-28
30189,2023-02-28
30190,2023-02-28
30191,2023-02-28
30195,2023-02-28
24942,2023-02-28
25495,2023-02-28
25498,2023-02-28
25502,2023-02-28
26581,2023-02-28
26583,2023-02-28
26585,2023-02-28
26590,2023-02-28
26592,2023-02-28
26593,2023-02-28
26842,2023-02-28
26844,2023-02-28
25895,2023-02-28
25903,2023-02-28
25904,2023-02-28
25909,2023-02-28
26534,2023-02-28
26542,2023-02-28
26546,2023-02-28
26550,2023-02-28
26554,2023-02-28
26557,2023-02-28
26355,2023-02-28
26368,2023-02-28
26383,2023-02-28
30013,2023-02-28
30017,2023-02-28
30019,2023-02-28
30023,2023-02-28
30032,2023-02-28
30037,2023-02-28
30040,2023-02-28
30046,2023-02-28
30196,2023-02-28
30204,2023-02-28
30206,2023-02-28
30210,2023-02-28
30213,2023-02-28
30222,2023-02-28
30228,2023-02-28
30229,2023-02-28
30230,2023-02-28
30231,2023-02-28
30235,2023-02-28
30238,2023-02-28
30241,2023-02-28
30244,2023-02-28
30246,2023-02-28
30251,2023-02-28
24953,2023-02-28
24962,2023-02-28
26598,2023-02-28
26601,2023-02-28
26604,2023-02-28
26606,2023-02-28
26612,2023-02-28
26614,2023-02-28
25575,2023-02-28
25576,2023-02-28
26228,2023-02-28
26232,2023-02-28
26235,2023-02-28
26239,2023-02-28
26247,2023-02-28
26248,2023-02-28
25385,2023-02-28
25387,2023-02-28
25388,2023-02-28
25389,2023-02-28
25390,2023-02-28
24006,2023-02-28
26562,2023-02-28
26900,2023-02-28
26902,2023-02-28
26903,2023-02-28
26905,2023-02-28
26907,2023-02-28
26910,2023-02-28
26384,2023-02-28
26385,2023-02-28
26386,2023-02-28
25356,2023-02-28
25535,2023-02-28
30047,2023-02-28
30050,2023-02-28
30051,2023-02-28
30054,2023-02-28
30061,2023-02-28
30065,2023-02-28
30068,2023-02-28
30072,2023-02-28
30079,2023-02-28
30083,2023-02-28
30087,2023-02-28
30090,2023-02-28
30103,2023-02-28
30115,2023-02-28
30116,2023-02-28
30119,2023-02-28
30120,2023-02-28
25580,2023-02-28
25594,2023-02-28
25597,2023-02-28
26860,2023-02-28
26862,2023-02-28
26865,2023-02-28
25690,2023-02-28
25693,2023-02-28
25695,2023-02-28
25696,2023-02-28
25698,2023-02-28
26253,2023-02-28
26256,2023-02-28
26259,2023-02-28
26266,2023-02-28
25651,2023-02-28
22692,2023-02-28
26912,2023-02-28
26917,2023-02-28
26922,2023-02-28
25359,2023-02-28
25360,2023-02-28
25362,2023-02-28
25364,2023-02-28
25366,2023-02-28
25368,2023-02-28
25370,2023-02-28
25542,2023-02-28
25543,2023-02-28
30727,2023-02-28
30730,2023-02-28
30733,2023-02-28
25612,2023-02-28
26131,2023-02-28
26132,2023-02-28
26138,2023-02-28
26144,2023-02-28
25705,2023-02-28
25709,2023-02-28
25724,2023-02-28
25729,2023-02-28
25732,2023-02-28
26769,2023-02-28
26773,2023-02-28
26775,2023-02-28
26776,2023-02-28
26782,2023-02-28
25994,2023-02-28
25996,2023-02-28
25997,2023-02-28
26006,2023-02-28
26008,2023-02-28
26010,2023-02-28
26012,2023-02-28
26013,2023-02-28
25429,2023-02-28
25431,2023-02-28
25433,2023-02-28
25563,2023-02-28
25567,2023-02-28
26099,2023-02-28
26102,2023-02-28
26106,2023-02-28
30737,2023-02-28
26149,2023-02-28
26151,2023-02-28
26152,2023-02-28
26441,2023-02-28
26442,2023-02-28
26445,2023-02-28
26446,2023-02-28
26951,2023-02-28
25768,2023-02-28
25769,2023-02-28
26785,2023-02-28
26789,2023-02-28
25869,2023-02-28
25874,2023-02-28
25876,2023-02-28
25880,2023-02-28
25881,2023-02-28
26524,2023-02-28
26879,2023-02-28
26017,2023-02-28
25435,2023-02-28
25443,2023-02-28
25444,2023-02-28
26109,2023-02-28
26114,2023-02-28
26123,2023-02-28
26124,2023-02-28
26127,2023-02-28
30958,2023-02-28
30379,2023-02-28
30384,2023-02-28
30388,2023-02-28
30391,2023-02-28
30394,2023-02-28
30396,2023-02-28
30398,2023-02-28
25255,2023-02-28
25258,2023-02-28
25262,2023-02-28
25776,2023-02-28
25783,2023-02-28
25784,2023-02-28
25789,2023-02-28
25886,2023-02-28
25893,2023-02-28
25894,2023-02-28
26882,2023-02-28
26884,2023-02-28
26893,2023-02-28
26899,2023-02-28
26320,2023-02-28
26324,2023-02-28
26326,2023-02-28
26328,2023-02-28
26331,2023-02-28
26334,2023-02-28
30963,2023-02-28
30966,2023-02-28
30967,2023-02-28
30970,2023-02-28
30977,2023-02-28
30981,2023-02-28
30982,2023-02-28
30986,2023-02-28
30990,2023-02-28
30994,2023-02-28
31004,2023-02-28
31009,2023-02-28
31017,2023-02-28
31018,2023-02-28
31022,2023-02-28
31026,2023-02-28
31032,2023-02-28
30407,2023-02-28
30412,2023-02-28
30415,2023-02-28
30416,2023-02-28
30421,2023-02-28
26425,2023-02-28
26427,2023-02-28
26501,2023-02-28
26502,2023-02-28
26504,2023-02-28
26506,2023-02-28
26790,2023-02-28
26791,2023-02-28
26799,2023-02-28
25804,2023-02-28
25806,2023-02-28
25957,2023-02-28
25958,2023-02-28
25963,2023-02-28
25968,2023-02-28
25970,2023-02-28
25972,2023-02-28
25976,2023-02-28
25980,2023-02-28
26341,2023-02-28
26348,2023-02-28
26351,2023-02-28
26352,2023-02-28
26399,2023-02-28
26401,2023-02-28
26407,2023-02-28
26409,2023-02-28
26412,2023-02-28
26417,2023-02-28
30651,2023-02-28
26802,2023-02-28
26804,2023-02-28
26806,2023-02-28
26812,2023-02-28
26737,2023-02-28
26739,2023-02-28
22707,2023-02-28
22738,2023-02-28
22746,2023-02-28
22781,2023-02-28
22783,2023-02-28
22821,2023-02-28
22823,2023-02-28
22831,2023-02-28
22868,2023-02-28
22886,2023-02-28
25421,2023-02-28
25423,2023-02-28
25503,2023-02-28
25507,2023-02-28
25511,2023-02-28
25513,2023-02-28
26420,2023-02-28
26421,2023-02-28
30654,2023-02-28
30662,2023-02-28
30663,2023-02-28
30668,2023-02-28
30675,2023-02-28
30679,2023-02-28
30682,2023-02-28
30686,2023-02-28
30690,2023-02-28
30695,2023-02-28
30696,2023-02-28
30701,2023-02-28
30704,2023-02-28
30705,2023-02-28
30710,2023-02-28
30714,2023-02-28
30723,2023-02-28
24901,2023-02-28
24905,2023-02-28
24909,2023-02-28
24912,2023-02-28
25654,2023-02-28
25655,2023-02-28
25656,2023-02-28
25657,2023-02-28
25660,2023-02-28
25663,2023-02-28
25667,2023-02-28
25674,2023-02-28
25675,2023-02-28
26747,2023-02-28
26754,2023-02-28
26757,2023-02-28
22897,2023-02-28
22908,2023-02-28
22930,2023-02-28
26307,2023-02-28
25518,2023-02-28
25522,2023-02-28
25529,2023-02-28
25530,2023-02-28
25532,2023-02-28
25533,2023-02-28
25534,2023-02-28
25477,2023-02-28
25478,2023-02-28
25482,2023-02-28
25486,2023-02-28
25488,2023-02-28
24925,2023-02-28
24938,2023-02-28
25682,2023-02-28
25839,2023-02-28
25843,2023-02-28
25845,2023-02-28
25846,2023-02-28
25847,2023-02-28
26308,2023-02-28
26312,2023-02-28
26470,2023-02-28
26474,2023-02-28
26477,2023-02-28
26064,2023-02-28
26069,2023-02-28
26077,2023-02-28
26079,2023-02-28
26081,2023-02-28
26082,2023-02-28
24979,2023-02-28
24983,2023-02-28
26929,2023-02-28
26935,2023-02-28
26938,2023-02-28
22948,2023-02-28
26454,2023-02-28
26456,2023-02-28
25853,2023-02-28
25854,2023-02-28
25858,2023-02-28
25862,2023-02-28
25864,2023-02-28
25865,2023-02-28
25867,2023-02-28
25915,2023-02-28
25916,2023-02-28
25921,2023-02-28
